page_index	page_id	part	chapter	template	composition	status	priority	issue	suggested_manual_action	tables
117	all-page-0117	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
118	all-page-0118	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	chapter_opening	POVO_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
119	all-page-0119	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
120	all-page-0120	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	narrative	CULTURE_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
121	all-page-0121	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	chapter_opening	POVO_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
122	all-page-0122	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
123	all-page-0123	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
124	all-page-0124	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	narrative	CULTURE_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
125	all-page-0125	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	chapter_opening	POVO_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
126	all-page-0126	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
127	all-page-0127	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
128	all-page-0128	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO A — POVOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
129	all-page-0129	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	OFICIO_CULTURAL_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
130	all-page-0129-continuation	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
131	all-page-0130	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
132	all-page-0131	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
133	all-page-0132	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
134	all-page-0133	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	OFICIO_CULTURAL_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
135	all-page-0134	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
136	all-page-0135	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
137	all-page-0136	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	OFICIO_CULTURAL_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
138	all-page-0137	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
139	all-page-0138	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
140	all-page-0139	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	OFICIO_CULTURAL_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
141	all-page-0140	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
142	all-page-0141	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
143	all-page-0142	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	OFICIO_CULTURAL_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
144	all-page-0143	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
145	all-page-0144	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
146	all-page-0145	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	OFICIO_CULTURAL_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
147	all-page-0146	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
148	all-page-0147	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
149	all-page-0148	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
150	all-page-0149	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	OFICIO_CULTURAL_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
151	all-page-0150	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
152	all-page-0151	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
153	all-page-0152	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	OFICIO_CULTURAL_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
154	all-page-0153	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
155	all-page-0154	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
156	all-page-0155	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	OFICIO_CULTURAL_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
157	all-page-0156	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
158	all-page-0157	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
159	all-page-0158	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
160	all-page-0159	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
161	all-page-0160	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO B — OFÍCIOS	chapter_opening	SIDE_ART_RIGHT	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
162	all-page-0161	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	chapter_opening	SIDE_ART_RIGHT	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
163	all-page-0162	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
164	all-page-0163	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	chapter_opening	PEDRALMA_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
165	all-page-0164	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
166	all-page-0165	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
167	all-page-0166	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	chapter_opening	PEDRALMA_OPENING	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
168	all-page-0167	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	chapter_opening	IMAGE_TOP	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
169	all-page-0168	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
170	all-page-0169	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
171	all-page-0170	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
172	all-page-0171	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
173	all-page-0172	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
174	all-page-0173	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
175	all-page-0174	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
176	all-page-0175	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
177	all-page-0176	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
178	all-page-0177	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
179	all-page-0178	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
180	all-page-0179	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	chapter_opening	IMAGE_TOP	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
181	all-page-0180	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
182	all-page-0181	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
183	all-page-0182	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
184	all-page-0183	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
185	all-page-0184	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
186	all-page-0185	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
187	all-page-0186	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
188	all-page-0187	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	narrative	CULTURE_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
189	all-page-0188	PARTE III — POVOS, OFÍCIOS E COMUNIDADES VIVAS	MOVIMENTO C — COMUNIDADES VIVAS	chapter_opening	FINAL_CLOSURE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
190	all-page-0189	PARTE IV — VELARIM	PARTE IV — VELARIM	part_opening	PART_HERO	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
191	all-page-0190	PARTE IV — VELARIM	Som, ortografia e pronúncia	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
192	all-page-0191	PARTE IV — VELARIM	Som, ortografia e pronúncia	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	2 tabelas
193	all-page-0192	PARTE IV — VELARIM	Som, ortografia e pronúncia	chapter_opening	IMAGE_TOP	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
194	all-page-0193	PARTE IV — VELARIM	O QUE É VELARIM	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
195	all-page-0194	PARTE IV — VELARIM	VELARIM EM DEZ REGRAS	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
196	all-page-0195	PARTE IV — VELARIM	SOM E ESCRITA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
197	all-page-0196	PARTE IV — VELARIM	NOMES, PRONOMES E GRUPOS NOMINAIS	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
198	all-page-0197	PARTE IV — VELARIM	RELAÇÕES E PREPOSIÇÕES	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	2 tabelas
199	all-page-0198	PARTE IV — VELARIM	VERBOS, ASPECTO E MODALIDADE	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	3 tabelas
200	all-page-0199	PARTE IV — VELARIM	AS TRÊS ORDENS	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
201	all-page-0200	PARTE IV — VELARIM	CONECTORES E FRASES COMPLEXAS	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	1 tabelas
202	all-page-0201	PARTE IV — VELARIM	MORFOLOGIA PRODUTIVA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
203	all-page-0202	PARTE IV — VELARIM	AGÊNCIA, CONSENTIMENTO E SOMBRA	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
204	all-page-0203	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
205	all-page-0204	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
206	all-page-0205	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	2 tabelas
207	all-page-0206	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
208	all-page-0207	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
209	all-page-0208	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	2 tabelas
210	all-page-0209	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	2 tabelas
211	all-page-0210	PARTE IV — VELARIM	DICIONÁRIO CONVERSACIONAL 2.0 — EXPANSÃO DE MESA	narrative	TEXT_FLOW	NEEDS_TABLE_REVIEW	P3	TABLE_IN_NARRATIVE_TEMPLATE_REVIEW_SEMANTIC_ROLE	Confirmar manualmente se a tabela compacta deve permanecer integrada ao fluxo ou migrar para composição especializada.	1 tabelas
